"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Matt Williams","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".291",".303",".593",".264","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa577691"
"Audy Ciriaco","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".268",".339",".606",".263","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa294300"
"Abiatal Avelino","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".277",".325",".602",".263","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657893"
"Osvaldo Abreu","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".281",".318",".599",".263","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657398"
"Jake Gatewood","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".264",".346",".610",".263","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828685"
"Sean Jamieson","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".279",".318",".598",".263","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598483"
"Juan Perez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".275",".327",".602",".263","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599306"
"Peter Maris","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".281",".316",".597",".262","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877608"
"Eric Stamets","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".271",".327",".599",".262","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621787"
"Drew Jackson","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".282",".311",".593",".262","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659066"
"Blake Trahan","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".286",".307",".593",".261","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874990"
"Austin Nola","Marlins","11","44","40","9","2","0","0","3","3","3","8","0","0","0","",".223",".288",".302",".590",".260","","58","0.0","0.0","","-2.4","0.7","0.0","","999.0","sa577789"
"Jorge Flores","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".279",".311",".590",".260","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa550275"
"Zack Short","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".282",".301",".583",".259","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873287"
"Kevin Nolan","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".272",".321",".594",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502042"
"Erick Salcedo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".280",".309",".590",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548029"
"Ivan Castillo","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".273",".320",".593",".259","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657222"
"Garabez Rosa","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".268",".333",".601",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455978"
"Amadeo Zazueta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".272",".324",".596",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328602"
"Stephen Perez","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".287",".287",".574",".258","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501997"
"Luis Marte","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".261",".338",".599",".257","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597106"
"Andrew Velazquez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".270",".317",".587",".257","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658104"
"Jonathan Mota","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".268",".323",".590",".257","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa291809"
"Jermaine Palacios","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".265",".327",".592",".257","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828886"
"Peter Mooney","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".282",".298",".580",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503239"
"Gregorio Petit","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".269",".323",".591",".256","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","3812"
"Jose Lozada","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".280",".299",".579",".256","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454600"
"Elliot Soto","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".289",".284",".573",".255","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa390666"
"Hak-Ju Lee","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".277",".295",".573",".254","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502536"
"Walter Ibarra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".269",".316",".584",".254","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa314143"
"Chris Diaz","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".280",".290",".570",".254","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621581"
"Emerson Jimenez","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".266",".316",".582",".254","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657311"
"Dickie Joe Thon","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".263",".319",".581",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548351"
"Juan Ciriaco","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".266",".316",".582",".253","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa226165"
"Sharlon Schoop","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".311",".576",".253","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa293531"
"Joey Wong","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".286",".271",".557",".253","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502131"
"Willi Castro","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".262",".321",".583",".252","","50","0.0","0.0","","-0.1","0.0","0.0","","680.0","sa830274"
"Alberto Carreon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".269",".305",".574",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508493"
"Adrian Marin","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".268",".309",".577",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657939"
"Carter Kieboom","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".265",".314",".579",".252","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917937"
"Cito Culver","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".260",".313",".573",".251","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548315"
"Humberto Arteaga","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".270",".306",".576",".251","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598821"
"Danny Black","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".277",".280",".558",".251","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503432"
"Malquin Canelo","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".305",".570",".251","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657479"
"Pete Kozma","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".272",".290",".562",".250","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","2539"
"Brandon Lopez","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".277",".282",".560",".250","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658974"
"Joe Munoz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".263",".304",".567",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657976"
"Niko Vasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".256",".316",".572",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454460"
"Nick Noonan","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".266",".302",".567",".249","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","6880"
"Danny Pinero","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".272",".288",".560",".249","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738204"
"Engelb Vielma","Orioles","34","137","127","29","5","1","1","12","10","8","27","1","3","2","",".228",".274",".287",".561",".249","","48","-0.1","0.0","","-8.9","1.0","-0.3","","999.0","sa657416"
"Jake Hager","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".261",".310",".570",".248","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa600840"
"Yunesky Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".265",".300",".565",".248","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa381319"
"Peter Van Gansen","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".271",".289",".560",".248","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875579"
"Angel Ortega","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".258",".312",".570",".247","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658030"
"Juan Herrera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".263",".301",".565",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597168"
"Ryan Howard","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".263",".302",".565",".247","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857225"
"Ryan Dent","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".262",".300",".561",".247","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa389941"
"Pat Blair","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".264",".292",".556",".247","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa620945"
"Brendan Ryan","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".269",".285",".554",".247","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","6073"
"Vicente Conde","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".267",".283",".550",".246","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827330"
"Devin Lohman","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".257",".303",".561",".246","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa526331"
"Dusty Coleman","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".249",".316",".565",".246","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","8979"
"Jason Martinson","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".254",".303",".557",".245","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548330"
"Rando Moreno","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".269",".290",".558",".245","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597695"
"Alberto Triunfel","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".257",".305",".562",".245","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597103"
"Jack Lopez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".260",".302",".561",".245","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598270"
"Mikey White","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".258",".300",".558",".245","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658966"
"Paul Leon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".258",".299",".557",".245","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546826"
"Jose Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".262",".295",".557",".244","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828331"
"Jose Vinicio","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".253",".311",".564",".244","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549538"
"Eli White","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".264",".288",".551",".244","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738478"
"Juniel Querecuto","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".265",".286",".551",".243","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","12140"
"Jio Mier","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".287",".548",".243","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa500732"
"Domingo Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".266",".282",".548",".243","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa185832"
"Carlos Penalver","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".260",".294",".554",".242","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596953"
"Kevin Santa","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".251",".301",".553",".242","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004252"
"Edgar Duran","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".259",".289",".549",".242","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503253"
"Hoy Jun Park","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".263",".279",".542",".242","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877610"
"Yefri Perez","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".267",".273",".540",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","12090"
"Luis Borges","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".262",".288",".550",".241","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa199621"
"Jared Reaves","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".257",".289",".546",".240","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658626"
"Yeyson Yrizarri","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".248",".308",".555",".240","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828293"
"Ivan Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".263",".275",".538",".240","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa652169"
"Marcus Lemon","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".258",".282",".540",".239","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa326707"
"Isaac Paredes","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".251",".292",".543",".239","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa920275"
"Alec Sole","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".254",".290",".544",".239","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829320"
"David Masters","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".255",".279",".534",".237","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602586"
"Kyle Holder","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".253",".287",".540",".237","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857840"
"Stephen Alemais","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".250",".289",".539",".236","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874070"
"Chad Sedio","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".240",".301",".541",".235","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918611"
"Jecksson Flores","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".253",".283",".536",".235","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597007"
"Carlos Eduardo Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".253",".275",".528",".235","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509268"
"Luis Gonzalez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".242",".302",".543",".235","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736875"
"Leobaldo Pina","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".247",".291",".539",".235","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596837"
"Felipe Blanco","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".244",".290",".535",".234","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598819"
"Royce Lewis","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".248",".286",".534",".234","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004259"
"Richy Pedroza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".265",".252",".517",".234","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621648"
"Javier Guerra","Padres","8","33","31","6","1","0","1","2","3","2","10","0","0","0","",".198",".240",".297",".537",".234","","42","0.0","0.0","","-2.5","0.4","-0.1","","999.0","sa736916"
"Jose Martinez","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".255",".272",".527",".234","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736960"
"Andres Gimenez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".251",".277",".527",".233","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917114"
"Jeremy Rivera","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".250",".283",".533",".233","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829240"
"Samar Leyva","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".247",".285",".532",".233","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa824634"
"Andruw Monasterio","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".253",".274",".527",".233","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830359"
"Anfernee Seymour","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".255",".270",".525",".233","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829114"
"Andrew Sohn","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".253",".268",".521",".233","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829047"
"Wade Kirkland","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".240",".295",".535",".233","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549069"
"Carlos Herrera","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".243",".290",".533",".232","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830140"
"Luis Valdes","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".246",".283",".529",".232","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa863270"
"Rayder Ascanio","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".252",".269",".520",".232","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735861"
"Grenny Cumana","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".248",".278",".526",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735846"
"Arquimedes Gamboa","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".244",".280",".523",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877497"
"Brendon Davis","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".250",".268",".517",".231","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875089"
"Connor Justus","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".256",".252",".508",".230","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873634"
"Edwin Lora","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".249",".273",".521",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737245"
"Kramer Robertson","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".247",".273",".520",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857820"
"Alfredo Rodriguez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".249",".273",".522",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922180"
"Matt McLaughlin","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".251",".266",".517",".230","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915706"
"Javier Salazar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".253",".261",".514",".229","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3001898"
"Adrian Valerio","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".234",".293",".527",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828164"
"Edwin Diaz","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".242",".273",".515",".228","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738152"
"Aramis Ademan","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".240",".281",".521",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917352"
"David Gonzalez","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".250",".262",".512",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596234"
"Galli Cribbs","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".248",".265",".513",".228","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa708444"
"Heber Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".247",".267",".514",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa203954"
"Jake Yacinich","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".243",".275",".518",".227","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829135"
"Alejandro Rivero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".254",".252",".505",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa592345"
"Lucius Fox","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".251",".255",".505",".227","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa914200"
"Diego Castillo","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".246",".264",".510",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872839"
"Robi Estrada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".238",".272",".511",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328059"
"Eric Marinez","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".245",".267",".511",".225","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736686"
"Gavin Lux","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".243",".263",".506",".225","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917933"
"Garrett Mattlage","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".240",".267",".508",".225","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602548"
"Hector Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".245",".263",".508",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509125"
"Kevin Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".244",".261",".506",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509435"
"Emmanuel Marrero","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".238",".269",".507",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829119"
"Trace Tam Sing","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".242",".265",".506",".224","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549579"
"Ruddy Giron","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".237",".269",".507",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830284"
"Luke Wakamatsu","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".275",".507",".223","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875259"
"Rufino Candelario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".239",".266",".505",".223","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509120"
"Johan Cruz","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".232",".275",".507",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736621"
"Angel Aguilar","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".228",".281",".509",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657323"
"Kevin Vicuna","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".240",".264",".504",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872466"
"Cleuluis Rondon","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".243",".254",".496",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596998"
"John Polonius","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".238",".264",".501",".221","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599310"
"Jose Fernandez","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".245",".245",".489",".221","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549697"
"Jeremy Sy","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".237",".258",".495",".221","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658194"
