"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Kevin Pillar","Blue Jays","132","517","481","132","30","2","9","56","56","24","79","5","13","6","",".275",".313",".404",".717",".309","","90","1.4","11.5","","-4.6","13.7","2.7","","298.7","12434"
"Stefen Romero","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".304",".419",".724",".309","","96","0.0","0.0","","0.0","0.0","0.0","","999.0","11746"
"Ender Inciarte","Braves","136","618","562","157","26","5","7","71","46","43","76","4","19","8","",".279",".332",".378",".710",".309","","90","1.3","8.5","","-6.4","10.7","2.5","","221.1","4922"
"Gregor Blanco","Diamondbacks","13","52","46","12","2","0","1","5","5","5","9","0","1","1","",".259",".337",".373",".710",".309","","85","0.0","-0.5","","-0.9","-0.3","0.0","","881.0","3123"
"Dalton Pompey","Blue Jays","47","180","161","42","8","1","3","20","18","15","36","1","8","3","",".260",".326",".379",".705",".308","","90","0.4","1.3","","-1.8","-0.4","0.4","","723.8","12797"
"David Kandilas","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".262",".318",".391",".709",".308","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503288"
"Ramon Flores","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".329",".377",".705",".308","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","11165"
"Carlos Peguero","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".308",".412",".720",".308","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","8760"
"Jacoby Ellsbury","Yankees","121","531","477","125","21","3","10","64","50","42","82","4","18","7","",".261",".324",".382",".705",".308","","90","1.8","-1.5","","-4.4","0.5","1.5","","245.6","4727"
"Guillermo Heredia","Mariners","58","228","202","53","9","1","3","24","21","19","36","4","5","2","",".262",".333",".363",".696",".308","","95","0.1","-0.3","","-1.3","-2.9","0.4","","891.1","18721"
