"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Nick Markakis","Braves","145","609","539","153","33","2","14","70","75","59","86","4","2","1",".284",".357",".432",".789",".336","-4.7","-1.9","1.0","5930"
"Oscar Mercado","Indians","143","602","546","140","29","3","15","75","66","41","116","7","22","10",".256",".313",".402",".715",".305","0.8","0.8","1.0","16375"
"Avisail Garcia","Brewers","121","508","463","125","23","2","21","62","71","33","120","7","7","3",".269",".324",".462",".786",".329","-1.2","-0.8","1.0","5760"
"Tyler Naquin","Indians","87","364","332","91","20","1","12","44","47","24","86","3","5","2",".275",".326",".449",".775",".325","1.7","0.4","1.0","13359"
"Manuel Margot","Padres","88","368","333","84","17","3","10","41","39","28","69","2","12","5",".251",".311",".408",".719",".305","1.7","1.0","1.0","14712"
"D.J. Stewart","Orioles","90","378","331","84","16","1","15","45","47","37","82","5","7","3",".253",".335",".442",".777",".329","-1.2","0.1","0.9","17766"
"David Dahl","Rockies","138","581","528","145","30","5","23","75","79","41","149","5","9","4",".275",".331",".479",".810",".338","-4.0","0.9","0.9","13744"
"Enrique Hernandez","Dodgers","60","251","221","54","12","1","10","31","32","25","51","2","2","1",".246",".324",".444",".768",".323","0.1","0.8","0.9","10472"
"Dexter Fowler","Cardinals","152","637","544","128","27","2","19","74","66","78","154","7","9","4",".235",".336",".399",".735",".317","-4.2","0.9","0.9","4062"
"Mike Yastrzemski","Giants","147","616","547","133","29","5","19","70","64","55","160","6","7","3",".243",".316",".416",".732",".310","-2.0","0.9","0.9","14854"
"Marwin Gonzalez","Twins","77","322","289","78","17","1","11","40","42","26","69","4","2","1",".269",".334",".444",".777",".328","-0.7","-0.3","0.9","5497"
"Shin-Soo Choo","Rangers","150","630","535","137","26","2","22","87","66","75","156","11","9","3",".255",".356",".431",".787",".337","-0.8","-0.3","0.9","3174"
"Mike Tauchman","Yankees","108","455","402","99","20","2","12","53","51","43","102","3","8","4",".247",".322",".398",".720",".308","0.8","0.1","0.9","15274"
"Mallex Smith","Mariners","133","560","499","124","23","6","7","63","45","45","124","7","37","12",".249",".318",".360",".678",".295","-4.9","3.9","0.9","13608"
"Adam Haseley","Phillies","113","476","430","109","21","2","13","48","54","33","99","6","6","3",".254",".314",".403",".717",".305","0.7","0.4","0.9","19878"
"Josh Reddick","Astros","85","357","323","86","15","2","11","44","45","29","52","1","3","1",".267",".326",".428",".754",".319","-0.9","0.3","0.9","3892"
"Tyler O'Neill","Cardinals","114","478","433","103","18","1","24","56","67","35","151","3","5","2",".237",".297",".449",".746",".312","1.5","0.8","0.9","15711"
"Victor Reyes","Tigers","125","525","491","134","24","4","10","59","51","24","100","3","15","6",".273",".308",".400",".708",".300","5.0","0.4","0.8","15487"
"Domingo Santana","","100","420","366","92","18","1","17","53","54","46","131","3","6","2",".251",".338",".445",".783",".332","-2.8","0.5","0.8","10348"
"Alex Gordon","","103","434","383","97","19","1","12","49","49","37","87","9","4","2",".254",".331",".403",".734",".314","2.8","-0.8","0.8","5209"
"Jordan Luplow","Indians","70","294","257","64","14","1","12","37","39","30","66","3","4","2",".250",".333",".449",".783",".331","0.9","0.0","0.8","16424"
"Shed Long","Mariners","95","399","359","89","17","2","12","45","42","31","97","3","7","3",".247",".310",".406",".715",".304","-0.5","0.7","0.8","16542"
"Yoenis Cespedes","Mets","47","199","179","45","9","1","10","26","29","16","51","2","2","1",".254",".321",".487",".808",".335","-0.4","0.2","0.7","13110"
"Brock Holt","","100","420","368","92","17","2","7","42","41","41","88","6","4","2",".249",".331",".366",".697",".303","0.4","-0.3","0.7","9345"
"Derek Fisher","Blue Jays","98","413","360","82","16","2","16","50","48","43","129","4","9","4",".229",".315",".416",".732",".312","0.5","0.4","0.7","16192"
"Chris Taylor","Dodgers","69","291","258","63","16","2","7","34","31","26","81","3","4","2",".243",".318",".406",".724",".308","-0.3","1.3","0.7","13757"
"Brett Phillips","Royals","115","483","421","89","14","7","13","51","49","52","163","3","12","4",".211",".299",".369",".668",".287","6.9","1.1","0.6","14735"
"Jose Martinez","Rays","82","343","306","82","14","1","10","40","41","31","74","2","2","1",".270",".338",".426",".764",".326","0.0","-0.2","0.6","7996"
"Teoscar Hernandez","Blue Jays","117","490","437","101","21","3","22","60","64","43","151","3","7","3",".230",".302",".443",".746",".313","-1.7","0.2","0.6","13066"
"Christin Stewart","Tigers","118","497","437","107","21","2","19","60","61","49","119","5","1","1",".245",".327",".434",".761",".322","-3.8","-0.6","0.6","17714"
"Matt Joyce","","63","266","224","54","12","0","10","33","31","36","58","2","1","1",".241",".348",".427",".775",".332","-1.4","-0.3","0.6","3353"
"Jose Osuna","Pirates","65","273","250","66","17","1","8","30","34","18","52","2","2","1",".265",".317",".440",".757",".319","-0.9","-0.3","0.6","12937"
"Aristides Aquino","Reds","133","560","514","124","23","1","33","69","88","36","158","5","7","3",".241",".295",".482",".777",".321","-1.9","0.2","0.6","15482"
"Josh Rojas","Diamondbacks","50","212","189","50","11","2","5","25","23","19","42","1","8","4",".265",".335",".426",".761",".324","0.2","0.1","0.6","19734"
"Jake Bauers","Indians","70","294","255","62","14","1","10","35","35","34","72","2","6","3",".242",".333",".417",".750",".322","0.0","0.6","0.5","15194"
"Chad Pinder","Athletics","53","224","203","51","11","0","8","26","28","14","57","3","1","1",".250",".307",".427",".734",".310","0.2","-0.2","0.5","15191"
"Austin Slater","Giants","68","286","250","63","12","1","6","29","29","28","77","4","4","2",".250",".333",".389",".721",".311","-0.2","0.6","0.5","16153"
"Lane Thomas","Cardinals","55","230","207","51","9","2","8","25","28","17","60","2","6","3",".244",".308",".420",".728",".308","0.3","0.3","0.5","16939"
"JaCoby Jones","Tigers","138","581","522","122","27","4","16","65","61","41","171","9","12","5",".233",".299",".396",".695",".295","-4.2","1.1","0.5","14818"
"Jarrod Dyson","","72","301","266","63","11","2","5","33","25","28","56","3","15","4",".236",".313",".345",".658",".287","2.4","2.1","0.5","4866"
"Wil Myers","Padres","78","328","289","66","14","1","13","39","39","33","102","2","9","3",".229",".311",".418",".729",".310","-0.1","0.9","0.5","10047"
"Brandon Drury","Blue Jays","90","378","343","82","20","1","11","41","43","27","92","3","2","1",".241",".300",".406",".706",".300","-0.1","-0.2","0.5","11615"
"Travis Demeritte","Tigers","63","266","236","57","12","2","10","30","33","24","77","2","3","1",".240",".313",".435",".748",".316","-0.3","0.2","0.5","15958"
"Robbie Grossman","Athletics","47","196","167","42","9","1","4","23","19","25","36","1","3","1",".254",".353",".386",".740",".322","-0.9","-0.2","0.4","5254"
"Jon Berti","Marlins","56","236","210","51","10","1","4","25","20","19","53","3","10","3",".242",".314",".362",".676",".293","-0.2","1.3","0.4","12037"
"Garrett Cooper","Marlins","56","236","213","56","11","1","7","26","26","18","59","2","0","0",".263",".325",".421",".746",".317","0.1","-0.4","0.4","15279"
"Leury Garcia","White Sox","100","420","390","102","18","2","7","48","38","18","96","5","10","4",".261",".300",".374",".674",".289","0.1","1.0","0.4","5913"
"Ben Zobrist","","62","259","227","59","12","1","5","30","25","27","39","2","2","1",".261",".343",".391",".734",".318","-0.3","-0.5","0.4","7435"
"Adam Duvall","Braves","53","223","201","47","10","1","11","27","32","17","59","3","1","0",".232",".299",".457",".756",".314","0.2","0.6","0.4","10950"
"Eric Thames","Nationals","108","455","393","93","20","2","20","57","59","50","138","6","5","2",".237",".330",".447",".778",".327","-1.8","0.2","0.4","3711"
"Jay Bruce","Phillies","60","252","227","53","12","1","14","31","38","21","62","1","1","1",".234",".299",".473",".773",".321","-0.6","-0.6","0.4","9892"
"Cameron Maybin","","75","315","276","68","14","1","7","34","32","33","76","2","10","4",".248",".330",".382",".713",".309","-0.5","0.4","0.4","5223"
"Randy Arozarena","Rays","35","147","131","34","7","1","4","17","16","10","32","3","5","2",".256",".323",".410",".732",".312","0.3","0.1","0.4","19290"
"Matt Beaty","Dodgers","31","131","120","33","7","0","4","15","16","8","19","2","1","1",".274",".326",".441",".767",".323","-0.2","0.0","0.3","17710"
"Aaron Hicks","Yankees","17","70","60","14","3","0","3","9","9","9","16","0","1","0",".240",".341",".438",".780",".332","-0.1","0.2","0.3","5297"
"Albert Almora Jr.","Cubs","67","282","261","69","14","1","7","31","32","15","50","2","3","1",".266",".308",".411",".719",".303","-0.5","-0.3","0.3","14109"
"Steven Duggar","Giants","110","462","415","100","22","3","7","44","39","38","130","3","9","4",".242",".307",".361",".669",".289","-1.3","0.6","0.3","17719"
"Phillip Ervin","Reds","101","426","378","92","17","4","13","47","47","36","103","6","11","5",".243",".316",".410",".726",".309","-2.4","1.0","0.3","14738"
"Myles Straw","Astros","28","119","105","27","4","1","1","14","11","12","22","1","6","2",".260",".335",".339",".674",".297","-0.1","0.4","0.3","17620"
"Jake Marisnick","Mets","76","319","289","63","14","1","11","34","37","20","100","5","8","3",".218",".279",".390",".669",".284","0.0","1.2","0.3","11339"
"Hunter Pence","","80","336","306","81","15","1","12","39","44","24","79","2","4","2",".263",".318",".442",".760",".320","-0.1","0.0","0.3","8252"
"Jaylin Davis","Giants","76","318","287","69","13","1","11","32","37","24","90","3","4","2",".241",".305",".412",".717",".304","-0.2","0.2","0.3","19552"
"Dominic Smith","Mets","45","189","171","41","9","0","7","21","23","14","45","2","1","1",".242",".304",".418",".722",".306","-0.2","0.0","0.3","15653"
"Harold Ramirez","Marlins","36","151","140","39","8","1","4","15","17","7","29","2","1","1",".275",".316",".419",".735",".311","-0.2","0.2","0.3","14387"
"Ben Gamel","Brewers","29","123","108","28","6","1","2","13","13","12","30","1","2","1",".258",".335",".393",".728",".313","0.0","0.6","0.2","12160"
"Josh VanMeter","Reds","33","138","123","31","7","1","5","16","16","13","29","1","3","1",".250",".322",".426",".748",".317","0.1","0.0","0.2","15170"
"Garrett Hampson","Rockies","75","313","283","77","14","3","6","35","33","23","66","2","14","5",".271",".328",".403",".731",".313","-0.4","1.4","0.2","19262"
"Kyle Lewis","Mariners","122","511","464","108","23","1","16","53","58","38","147","3","3","1",".234",".294",".393",".687",".292","-0.2","0.5","0.2","19508"
"Delino DeShields","Indians","53","224","197","46","9","1","3","26","19","22","55","2","11","4",".232",".313",".340",".653",".287","-0.2","1.7","0.2","11379"
"Ryan McBroom","Royals","73","308","279","71","14","1","9","33","35","22","81","3","2","1",".255",".315",".409",".724",".308","0.1","-0.1","0.2","16524"
"Billy McKinney","Blue Jays","35","147","131","31","7","1","6","18","18","12","35","1","1","0",".239",".308",".439",".747",".314","-0.1","0.0","0.2","15654"
"Tony Kemp","Athletics","25","105","94","24","4","1","2","12","10","9","15","1","3","1",".260",".329",".380",".708",".305","-0.1","-0.1","0.2","14894"
"Daniel Johnson","Indians","28","119","109","29","6","1","4","14","15","8","28","1","3","1",".264",".317",".439",".757",".318","0.0","0.1","0.2","sa918018"
"Jake Cave","Twins","23","98","89","23","5","1","3","12","12","7","28","1","1","0",".256",".315",".423",".738",".312","-0.1","0.1","0.2","14477"
"Guillermo Heredia","Pirates","51","215","190","48","10","0","4","21","21","17","42","4","3","1",".253",".326",".368",".694",".302","-0.2","0.3","0.2","18721"
"Yairo Munoz","Cardinals","46","194","178","45","9","1","5","20","21","11","39","2","5","2",".255",".304",".389",".693",".294","-0.2","0.1","0.2","16313"
"Garrett Stubbs","Astros","32","134","120","28","6","1","3","15","13","11","27","1","3","1",".231",".302",".351",".653",".283","0.0","0.2","0.1","18067"
"Dwight Smith Jr.","Orioles","48","203","182","47","9","1","6","23","24","16","40","2","3","1",".259",".324",".425",".748",".318","-2.0","-0.1","0.1","13473"
"Dylan Carlson","Cardinals","13","56","50","13","2","0","2","6","6","5","12","1","1","1",".252",".318",".416",".735",".311","0.0","0.0","0.1","sa917940"
"Ian Desmond","Rockies","60","251","227","60","11","2","9","30","33","18","62","2","4","2",".262",".322",".452",".773",".325","-0.3","0.2","0.1","6885"
"Jake Fraley","Mariners","43","182","166","40","9","1","5","19","20","11","43","2","5","2",".243",".296",".400",".696",".294","-0.3","0.1","0.1","19260"
"Jo Adell","Angels","53","224","205","49","11","0","7","26","27","14","64","2","3","1",".241",".295",".405",".700",".297","0.0","0.2","0.1","sa3004837"
"Roman Quinn","Phillies","48","201","180","43","8","2","4","21","21","16","54","2","9","3",".240",".308",".379",".687",".295","-0.6","0.6","0.1","13546"
"Tim Locastro","Diamondbacks","41","171","152","38","8","1","3","18","16","9","33","7","7","2",".250",".320",".373",".693",".301","-0.2","0.7","0.1","15124"
"Leonys Martin","","47","196","177","41","8","1","6","22","19","14","52","2","5","2",".231",".294",".376",".671",".287","0.8","0.5","0.1","11846"
"Brian Goodwin","Angels","112","469","420","97","21","2","14","54","53","39","135","4","7","3",".230",".299",".393",".692",".294","-0.9","0.3","0.1","12858"
"Billy Hamilton","","63","266","239","54","10","2","2","27","21","22","63","1","15","4",".227",".293",".311",".604",".265","2.3","2.6","0.1","10199"
"Clint Frazier","Yankees","22","91","82","20","4","0","4","11","12","7","23","1","1","0",".246",".308",".443",".752",".316","-0.6","0.0","0.1","15983"
"Juan Lagares","","67","280","254","63","13","1","5","27","28","19","67","3","4","2",".247",".304",".371",".675",".287","-0.7","0.3","0.1","5384"
"Carlos Gonzalez","","33","140","126","30","6","0","5","15","17","12","37","1","1","1",".237",".305",".412",".717",".303","0.2","0.0","0.1","7287"
"Austin Dean","Cardinals","9","36","33","9","2","0","1","4","4","2","7","0","0","0",".269",".320",".442",".761",".321","-0.1","0.1","0.1","18288"
"Jonathan Davis","Blue Jays","27","112","99","22","5","1","2","12","11","9","28","2","3","1",".226",".304",".358",".662",".287","-0.3","0.1","0.1","15104"
"Mark Payton","Reds","43","179","161","39","7","1","6","19","20","15","41","1","2","1",".240",".305",".401",".706",".300","0.0","0.0","0.1","sa549855"
